mp_id	formula	eps_total(ϵ0)	eps_optic(ϵ0)	eps_ionic(ϵ0)	omega_LO(THz2π)	band_mass(me)	volume(Å^3)	alpha	v_gs	w_gs	v_rt	w_rt	energy_gs(meV)	energy_rt(meV)	ZPR(meV)	imag_memory	mobility(cm^2/V/s)
mp-10485	BaLiSb	22.4841	10.6657	11.818400000000004	4.789311291797597	0.4112656899999999	184.940045511	0.828335047800534	3.089221496198727	2.8938770956671602	9.081251089901178	8.425936903582963	-16.577277147927926	-33.902978318438535	-16.5479	6.6654848065385135	102.11447458715678
mp-10492	Rb2SiF6	5.5162	1.9459	3.5702999999999996	12.590421623751327	0.5314409999999999	149.053525993	3.9195760635651187	3.641503711922325	2.38458750651566	5.4635702903567385	2.8908652108465094	-216.7278786197532	-294.98339946639095	-213.9908	69.57164958466501	7.571016144181536
mp-10550	SrMg2N2	17.7622	6.1085	11.653699999999997	15.488986227700622	0.19395216	71.1552205319	0.6893754778913332	3.073224780988186	2.9123383798239897	3.5038619890030525	3.207638576947942	-44.52546254508613	-55.994479176958436	-44.4661	4.66270062083953	309.53472532454236
mp-10572	NaPN2	9.375699999999998	4.0351	5.340599999999999	27.41849885191288	0.8990832400000001	86.5068166902	1.466215068305498	3.168984215478399	2.805247903580013	2.9229439687212633	2.41003270266231	-169.40396075873443	-186.90126685447845	-168.8686	4.66940816798001	66.67757385686488
mp-10614	SrLiP	17.8207	8.1234	9.697299999999998	8.395572987120307	0.9333492099999999	65.3851172044	1.2810694140382288	3.1446737624327814	2.831659853998381	5.7039903255953375	4.91430776913804	-45.21732241060792	-71.70644588656135	-45.0839	12.395913258715673	24.194621753813102
mp-10615	BaLiP	19.5056	9.0369	10.4687	8.030795130059376	0.21827584	73.5908035927	0.5615973400943735	3.0589121719684664	2.9290752374252245	5.63318581322845	5.295844876727655	-18.77809934207493	-30.34651176260994	-18.7594	4.718935661840147	271.76392441505703
mp-10616	BaLiAs	19.299699999999998	9.4628	9.836900000000002	5.819809946989348	0.16670889	78.8599348818	0.5228781972675843	3.0546459762099136	2.9341012691409563	7.4626474212219405	7.093336713916564	-12.664380125331636	-23.658266208568758	-12.6522	4.209346647723367	398.9037120459545
mp-10627	SrS	25.7714	5.9655	19.805899999999994	7.9904630695014	0.7703572900000001	46.7916683571	2.294337807654569	3.2920977999936842	2.6793539925211753	6.408124972878754	4.848758878448875	-78.24276980066735	-126.71109106029475	-77.779	27.567661480960865	13.181031741126539
mp-10653	SrTe	25.834700000000005	7.910099999999998	17.924599999999998	4.327862224838111	0.35868121	64.6732686105	1.4483355588320799	3.1665984280729393	2.807830145589532	10.316228707866202	9.07438275764049	-26.417949877490287	-56.569209179800225	-26.3233	12.436255822464178	62.75426630745245
mp-10680	BaSe	28.689500000000002	7.254299999999999	21.435200000000002	4.895195040708496	0.81739681	60.4905238428	2.4139486945494393	3.3121773760086914	2.6600057991962593	9.769232090554993	7.708742573790342	-50.53270946846054	-101.77244424108753	-50.2097	25.8057001800633	13.270672882283742
