T(K)	v(THz2π)	w(THz2π)	E(meV)	M(mₑ)	R(Å)	κ(N/m)	ReΣ(ps⁻¹)	ImΣ(ps⁻¹)	μ(cm²V⁻¹s⁻¹)
92.0	15.056426918433758	11.437956106646647	-21.924860635522418	0.20793530599160004	22.931873451519298	0.0004137222355190358	-1.7001278432376055e-15	59.50327161103489	246.3197909337014
93.0	15.197150158999655	11.561536780347064	-22.079640157346475	0.2073358612417131	22.809731677398222	0.00041982903421700307	-1.665551945073395e-15	59.881059970757434	244.76576450481906
94.0	15.337904190993855	11.685247131565374	-22.235017266880433	0.20674617516536392	22.689535764591486	0.00042596593618939634	-1.6320573380396073e-15	60.25089520019676	243.26333035220193
95.0	15.478687387904776	11.809083738041776	-22.39098584918026	0.20616602618302307	22.571234492580004	0.00043213276978499584	-1.5995993144657175e-15	60.61698539836124	241.79416588898212
96.0	15.619498196779597	11.933043305950308	-22.547540003608276	0.2055951982011049	22.454778505501544	0.000438329366369617	-8.220349844954765e-15	60.97982661879942	240.35544598585034
97.0	15.760335134468594	12.057122663846345	-22.70467403219025	0.20503348052816212	22.340120226164327	0.0004445555602372559	-8.060412619001699e-15	61.33918297806337	238.94732064401742
98.0	15.901196784009684	12.181318756868809	-22.8623824287338	0.20448066778490034	22.227213774819536	0.00045081118852274875	-7.905274742949898e-15	61.694893701344036	237.56963573116687
99.0	16.04208179139213	12.305628641440357	-23.020659868648732	0.20393655980688563	22.116014892396223	0.000457096091122666	-1.4793155032792948e-15	62.04649806188303	236.22337893241203
100.0	16.182988862266253	12.430049480010211	-23.179501199421004	0.20340096154496146	22.006480867915865	0.0004634101106124642	-7.608642906716638e-15	62.39422501706078	234.90689112804375
101.0	16.323920496247915	12.554582267710169	-23.33890143169065	0.20287365525773463	21.898569752922835	0.00046975321438259664	-7.466793144731861e-15	62.7367196111298	233.62447883713017
102.0	16.46486429824028	12.679213170842711	-23.49885573089223	0.2023545389158518	21.79224388089867	0.00047612488352124035	-7.329036209232324e-15	63.07420795180284	232.37443479751894
103.0	16.605830347455736	12.803950836343056	-23.659359409415934	0.2018433490711786	21.68746263683932	0.0004825253348309185	-7.195210895356652e-15	63.40962169614083	231.145258890472
104.0	16.746813823264684	12.928789073904747	-23.82040791925452	0.20133993776835582	21.584189567760703	0.0004889542986749924	-7.065169503870245e-15	63.74178261558983	229.94075191610074
105.0	16.88781368867366	13.053725508996402	-23.981996845100376	0.2008441339229733	21.482388742957802	0.0004954116299563708	-6.938769783986304e-15	64.0704241908074	228.7612983402765
106.0	17.02882895095383	13.178757847828626	-24.14412189786222	0.20035577091252565	21.3820254184201	0.0005018971858473443	-6.815876078446996e-15	64.39964072382215	227.59185079862777
107.0	17.169858659483108	13.303883873813827	-24.306778908572625	0.19987468646601145	21.283065987041144	0.0005084108257281773	-6.6963589634390486e-15	64.7148551402037	226.48329183998894
108.0	17.31090190384126	13.429101444352616	-24.46996382265887	0.19940072255293068	21.18547793136257	0.000514952411131571	-6.580094910925781e-15	65.04437846309676	225.33589788112107
109.0	17.45195781180733	13.554408487568866	-24.63367269455332	0.19893372527506284	21.089229778648537	0.0005215218056841633	-6.466965971982956e-15	65.35849975345374	224.25290480029494
110.0	17.59302554776908	13.679802999534932	-24.797901682619873	0.19847354475675127	20.99429105823602	0.0005281188750581685	-6.356859479462233e-15	65.67030883785971	223.18812995518496
111.0	17.734104310836802	13.805283041236791	-24.962647044375643	0.1980200350397762	20.900632260957703	0.0005347434869141164	-6.249667768935106e-15	65.9797275579784	222.14146625904078
112.0	17.875193333362933	13.930846736011265	-25.127905131987927	0.19757305397730263	20.80822480056275	0.0005413955108543989	-6.145287916398694e-15	66.28609686376102	221.11474527193553
113.0	18.016291879397066	14.056492266960305	-25.29367238802914	0.19713246313078983	20.717040976994483	0.0005480748183744811	-6.043621491783325e-15	66.57097932558314	220.16851143826813
114.0	18.15739924330185	14.182217874577974	-25.459945341471293	0.19669812766811703	20.627053941443044	0.0005547812828179588	-5.944574327112749e-15	66.88916749553132	219.12118167834194
115.0	18.298514748259315	14.308021854304277	-25.626720603906872	0.19626991626503829	20.53823766305453	0.0005615147793278655	-5.848056298429557e-15	67.18629317309042	218.15213685537492
116.0	18.439637745172703	14.433902554527984	-25.79399486597929	0.19584770100638663	20.450566897217183	0.0005682751848092409	-5.753981120410462e-15	67.48026833879841	217.20176555187584
117.0	18.580767611253552	14.559858374302207	-25.96176489400989	0.19543135729205738	20.36401715533413	0.0005750623778815905	-5.662266153055865e-15	67.77216045079264	216.26628582606946
