mp_id	formula	spgroup	groups	volume(Å^3)	band_mass(me)	eps_optic(ϵ0)	eps_total_single(ϵ0)	eps_total_multi(ϵ0)	eps_ionic_single(ϵ0)	eps_ionic_multi(ϵ0)	AHC_alpha	alpha	v_gs_single	v_gs_multi	w_gs_single	w_gs_multi	v_rt_single	v_rt_multi	w_rt_single	w_rt_multi	AHC_ZPR(meV)	energy_gs_single(meV)	energy_gs_multi(meV)	energy_rt_single(meV)	energy_rt_multi(meV)	imag_memory_single	imag_memory_multi	mobility_single(cm^2/V/s)	mobility_multi(cm^2/V/s)
mp-974603	HgF2	136	12-17	100.799473261	0.9063706412249999	3.4195769921761	10.635303798745165	9.878441900515137	7.215726806569065	6.458864908339035	4.048685000000001	4.048684999999997	26.345155651138512	25.41529399731202	16.883413111086078	16.914931847432964	58.03550569902207	58.61110080129474	34.27982296289406	36.29220899276522	-119.902434	-127.71675320058085	-126.6125790918353	-215.81727436241638	-210.61499405126253	73.05427675632006	62.403840282465865	4.227562672270263	4.949078968005398
mp-975115	RbTcO4	88	1-7-16	223.20497786899998	2.5049171322489996	2.738868086621979	8.782769683648297	7.339367337915848	6.043901597026318	4.6004992512938685	9.809317999999996	9.80931799999999	64.6049632969868	46.86359239606453	6.599411655278217	4.851615453776727	99.59646336999829	90.5852623195458	21.083232763893978	27.722265218314078	-219.33342499999998	-292.72442445612745	-269.8129120582465	-496.19319423087234	-459.38831744967075	779.6509553078372	475.13100803865905	0.14333358100277097	0.23519863251571052
mp-975140	RbZn4P3	123	1-12-15	159.818300311	0.29790528124900006	9.508060342783292	22.178274985815186	21.53833000327339	12.670214643031896	12.030269660490099	0.739752	0.7397519999999997	19.907461211901516	20.3808197015385	18.78701090123729	19.29223785481595	44.47247769831733	44.99829983151647	41.22925690513034	41.84119848792615	-19.780683	-19.96859858867852	-19.954321033065796	-35.33903994655373	-34.7465481069856	6.304769862187402	5.920495252579153	149.03699617442842	158.71036488410954
mp-9755	HfGeO4	88	4-14-16	122.680437952	0.465208571844	4.688438674563958	67.00992227692942	50.74437703209837	62.32148360236546	46.055938357534394	1.9208749999999999	1.9208749999999992	52.77446865979321	53.45353384985293	44.68545848715281	45.70314093626054	61.52791087562676	64.04379671799565	46.81089038354567	49.89855520272085	-129.66109600000001	-133.09060519991252	-132.79172738364412	-165.2649749210695	-165.29816468688878	16.442362765123868	15.824193663760267	36.59566097921069	38.02526348168348
mp-976280	LiBr	186	1-17	97.990188999	0.393637034025	2.8416754663064894	5.699157477362461	5.698813991143038	2.8574820110559718	2.8571385248365493	1.888142	1.8881419999999998	36.50912112676537	36.51070465552148	31.016306266599585	31.018422817003078	53.79781005525834	53.80091686181235	41.85890523653215	41.8630971892302	-88.303614	-90.59469284891253	-90.59419042106656	-127.32971047199209	-127.32645586142336	20.064898001099497	20.057726704005226	35.44121667776948	35.45388807856825
mp-976876	K2PtC2	164	1-10-14	116.851109756	0.31478944572100004	6.449095405182708	18.712273846854504	17.81410250584637	12.263178441671798	11.365007100663663	1.570693	1.5706929999999997	13.798390975850673	13.830535070200916	12.094440124157812	12.209762641899776	44.95382261979538	45.3292027021026	39.08401322010995	39.64621908972278	-28.158182999999998	-28.754133442360136	-28.699030662846937	-61.30487109502273	-59.956946141024595	13.766511429130622	12.886970600505975	64.59478651188553	69.00340618013132
mp-9775	NaSrAs	189	1-2-15	237.938107801	0.10740826382400001	8.748477264737687	24.17091528294134	24.00385521500558	15.422438018203659	15.255377950267883	0.602618	0.6026179999999998	15.856082641534153	15.892376751037096	15.132806486838316	15.173462121381778	43.20443426909957	43.2731805341215	40.85758822347529	40.93698731882456	-12.899431	-12.998507244345356	-12.997102176552643	-25.446686494615044	-25.364779122489377	4.781608664740412	4.735407247168104	545.0417914210522	550.3595396284238
mp-978846	SnI2	136	14-17	255.88760894799998	0.777396653401	8.438736800223756	49.031825431525185	47.7269913104851	40.593088631301434	39.28825451026134	2.523643	2.523642999999999	12.875217358022194	12.97273372728694	10.211365448997721	10.330092735720244	46.898229867279916	46.89586820389629	37.591083602853395	37.65096962904231	-40.339308	-41.79765798736282	-41.767714342516705	-93.76633928972247	-93.25316577386086	24.642898628819708	24.336834384104833	14.611912824267204	14.79567477094503
mp-978847	SrGaGeH	156	2-13-14-1	74.2500448811	0.391909804729	22.48371422009995	30.086093403606416	29.12633209429927	7.602379183506466	6.642617874199318	0.128649	0.12864899999999996	29.646927790973542	29.61457568627305	29.363132180109737	29.377836133443296	45.55647590983605	53.6148747987293	44.892261745665785	53.03164459274484	-5.23522	-5.243592312803128	-5.241058412549251	-7.57452839339865	-7.423113126970682	0.976762943431647	0.7800415090338624	731.2505843050686	915.6672623699104
mp-979137	SrGaSiH	156	2-13-14-1	72.1626189589	0.4054072646559999	16.159872923768116	23.276815548959444	22.589185372860815	7.116942625191326	6.4293124490926985	0.200829	0.20082899999999995	35.75496701109984	36.47462843974618	35.21929944396206	35.99773476062488	47.83400778883475	54.3507880175004	46.699050744880125	53.31561580396725	-9.832178	-9.856809930967636	-9.851345728591642	-13.38866054446815	-13.312836643376253	1.4589703657561996	1.2644644332399795	473.2640678792401	546.0637974955187
